INDEX,CHANNEL,SAMPLE,IBD_ID,IBD_Name,Cell_ID,Cell_Name,NielsenArea,StoreTypeChannel,StoreType,Handler,BAU_XPanel,BAU_ZPanel,BAU_XUniverse,BAU_ZUniverse,BAU_XFactor,BAU_ZFactor,BAU_XZRatio,VUE_XUniverse,VUE_ZUniverse,VUE_XPanel,VUE_ZPanel,VUE_XFactor,VUE_ZFactor,VUE_XZRatio,VUE_XZDistance,XZ Proposed Distance,ADJ_XFactor,ADJ_XUniverse,VAR_XUniverse (BAU vs VUE),VAR_XUniverse (BAU vs ADJ),VAR_XFactor (BAU vs VUE),VAR_XFactor (BAU vs ADJ),VAR_ZUniverse,BAU_N Area-Channel Cell Weight,BAU_NSPC Area-Channel Cell Weight,VUE_N Area-Channel Cell Weight,VUE_NSPC Area-Channel Cell Weight,ADJ_NSPC Area-Channel Cell Weight,N Area-Channel Cell Weight diff (BAU vs VUE),NSPC Area-Channel Cell Weight diff (BAU vs VUE),NSPC Area-Channel Cell Weight diff (BAU vs ADJ),NSPC Area-Channel Cell Weight diff (VUE vs ADJ),Average BAU Universe,Average BAU Panel,Average VUE Universe,Average VUE Panel,Average ADJ Universe,DTest,NSPCTest,XFTest,SignTest,CellDiagnostic
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003864,21562_MEDELLIN_SUR_RESTAURANTES_NM,2:antioquia_choco,Consumo Local,15:restaurante,0,1,1,612,612,612.0,612.0,1.0,610,610,1,1,610.0,610.0,1.0,0.0,0.0,610.0,610,-0.0033,-0.0033,-0.0033,-0.0033,-0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20229024,36 RESTAURANTE + PANADERIAS EJE,10003692,19011_PEREIRA_RESTAURANTES,5:eje_cafetero,Consumo Local,15:restaurante,1,7260,5,104286,212,14.3645,42.4,0.33878537735849057,81846,213,5671,5,14.4323,42.6,0.3388,-4.3642,-4.3642,14.4323,81846,-0.2152,-0.2152,0.0047,0.0047,0.0047,0.03986461075592328,0.002954131252816964,0.03929889298892989,0.0021363954008846286,0.0021363954008846286,0.0005657177669933858,0.0008177358519323354,0.0008177358519323354,0.0,491.915,1452.0,384.254,1134.2,384.254,1,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003781,19094_BOGOTA_NOR_RESTAURANTES_NM,4:cundi_boy,Consumo Local,15:restaurante,0,1,1,3712,3712,3712.0,3712.0,1.0,3724,3724,1,1,3724.0,3724.0,1.0,0.0,0.0,3724.0,3724,0.0032,0.0032,0.0032,0.0032,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227876,22 RESTAURANRES + PANADERIA CUNDIBOY_CAPITAL,10003684,19003_BOGOTA_ORI_RESTAURANTES,4:cundi_boy,Consumo Local,15:restaurante,1,44714,17,5419821,2351,121.2108,138.2941,0.8764712305152571,6555349,2353,54036,17,121.314,138.4118,0.8765,-0.5811,-0.5811,121.314,6555349,0.2095,0.2095,0.0009,0.0009,0.0009,0.05513602251407129,0.01564350967750293,0.05489839247801031,0.018098448673635453,0.018098448673635453,0.00023763003606098315,-0.002454938996132524,-0.002454938996132524,0.0,2305.326,2630.235,2785.954,3178.588,2785.954,0,1,0,0,Normal
CERVEZAS,MONT,20000211,20227906,6 RESTAURANTES + PANADERIAS ATLANTICO,10003489,1152_BARRANQUILLA_AREA_METRO_RESTAURANTES,1:atlantico,Consumo Local,15:restaurante,1,7957,5,111382,110,13.998,22.0,0.6362727272727272,166451,110,11891,5,13.998,22.0,0.6363,-1.2783,-1.2783,13.998,166451,0.4944,0.4944,0.0,0.0,0.0,0.005791302516584184,0.0003705756678170653,0.005802912006752479,0.0005496654108172618,0.0005496654108172618,-1.160949016829494e-05,-0.00017908974300019648,-0.00017908974300019648,0.0,1012.564,1591.4,1513.191,2378.2,1513.191,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003799,19108_VILLAVICENCIO_RESTAURANTES_NM,7:llanos,Consumo Local,15:restaurante,0,1,1,1219,1219,1219.0,1219.0,1.0,1215,1215,1,1,1215.0,1215.0,1.0,0.0,0.0,1215.0,1215,-0.0033,-0.0033,-0.0033,-0.0033,-0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231333,55 TRADICIONAL GRANDES PACIFICO,10003660,8484_CALI_NOR_TRADICIONALES_GRD,8:pacifico,Tradicionales,4:tradicional,1,28159,9,3348887,1072,118.9278,119.1111,0.9984611006027148,3411518,1070,28739,9,118.7059,118.8889,0.9985,-0.0046,-0.0046,118.7059,3411518,0.0187,0.0187,-0.0019,-0.0019,-0.0019,0.03012674591799455,0.025473342662210824,0.030224281114061353,0.02002537641756494,0.02002537641756494,-9.753519606680444e-05,0.005447966244645885,0.005447966244645885,0.0,3123.962,3128.778,3188.335,3193.222,3188.335,0,0,0,1,Normal
CERVEZAS,MONT,20000211,20227889,19 RESTAURANTES + PANADERIA SANTANDERES,10003884,31516_CUCUTA_RESTAURANTES,3:santanderes,Consumo Local,15:restaurante,1,21012,8,1830163,453,87.1008,56.625,1.538203973509934,1671624,452,19234,8,86.9085,56.5,1.5382,0.9896,0.9896,86.9085,1671624,-0.0866,-0.0866,-0.0022,-0.0022,-0.0022,0.04716784673052895,0.024338537792421268,0.04713242961418144,0.020119834788630303,0.020119834788630303,3.541711634751088e-05,0.004218703003790965,0.004218703003790965,0.0,4040.095,2626.5,3698.283,2404.25,3698.283,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231338,49 RESTAURANTES + PANADERIA ANTIOQUIA_CHOCO,10003856,21511_MEDELLIN_CEN_ALT_RESTAURANTES,2:antioquia_choco,Consumo Local,15:restaurante,1,7872,5,1089523,449,138.4049,89.8,1.5412572383073497,1579827,447,11465,5,137.7884,89.4,1.5413,0.7853,0.7853,137.7884,1579827,0.45,0.45,-0.0045,-0.0045,-0.0045,0.021257456680238613,0.010302221460973943,0.02121197741185403,0.013014534584496583,0.013014534584496583,4.5479268384582966e-05,-0.002712313123522639,-0.002712313123522639,0.0,2426.555,1574.4,3534.289,2293.0,3534.289,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20231329,50 RESTAURANTE + PANADERIAS PACIFICO,10003700,19019_VALLE_DEL_CAUCA_RESTAURANTES,8:pacifico,Consumo Local,15:restaurante,1,12345,5,1783693,658,144.4871,131.6,1.097926291793313,2200473,640,15657,5,140.5346,128.0,1.0979,0.1994,0.1994,140.5346,2200473,0.2337,0.2337,-0.0274,-0.0274,-0.0274,0.053443794671864844,0.01939728441302404,0.052343174940705,0.024491378339151864,0.024491378339151864,0.001100619731159845,-0.005094093926127825,-0.005094093926127825,0.0,2710.78,2469.0,3438.239,3131.4,3438.239,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003775,19089_CALI_NOR_TRADICIONALES_GRD_NM,8:pacifico,Tradicionales,4:tradicional,0,1,1,227,227,227.0,227.0,1.0,224,224,1,1,224.0,224.0,1.0,0.0,0.0,224.0,224,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003675,11542_BARRANQUILLA_ORI_RESTAURANTES_NM,1:atlantico,Consumo Local,15:restaurante,0,1,1,870,870,870.0,870.0,1.0,871,871,1,1,871.0,871.0,1.0,0.0,0.0,871.0,871,0.0011,0.0011,0.0011,0.0011,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003782,19095_BOGOTA_ORI_RESTAURANTES_NM,4:cundi_boy,Consumo Local,15:restaurante,0,1,1,3370,3370,3370.0,3370.0,1.0,3373,3373,1,1,3373.0,3373.0,1.0,0.0,0.0,3373.0,3373,0.0009,0.0009,0.0009,0.0009,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003862,21542_MEDELLIN_CEN_ALT_RESTAURANTES_NM,2:antioquia_choco,Consumo Local,15:restaurante,0,1,1,364,364,364.0,364.0,1.0,363,363,1,1,363.0,363.0,1.0,0.0,0.0,363.0,363,-0.0027,-0.0027,-0.0027,-0.0027,-0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003888,31532_BUCARAMANGA_AREA_METRO_RESTAURANTES_NM,3:santanderes,Consumo Local,15:restaurante,0,1,1,472,472,472.0,472.0,1.0,471,471,1,1,471.0,471.0,1.0,0.0,0.0,471.0,471,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227883,28 TRAD NO MANEJANTES,10003774,19088_CALI_NOR_TRADICIONALES_PEQ_NM,8:pacifico,Tradicionales,4:tradicional,0,1,1,989,989,989.0,989.0,1.0,980,980,1,1,980.0,980.0,1.0,0.0,0.0,980.0,980,-0.0091,-0.0091,-0.0091,-0.0091,-0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003672,11512_ATLANTICO_NOR_RESTAURANTES_NM,1:atlantico,Consumo Local,15:restaurante,0,1,1,456,456,456.0,456.0,1.0,457,457,1,1,457.0,457.0,1.0,0.0,0.0,457.0,457,0.0022,0.0022,0.0022,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003804,19112_CALI_AREA_METRO_RESTAURANTES_NM,8:pacifico,Consumo Local,15:restaurante,0,1,1,405,405,405.0,405.0,1.0,407,407,1,1,407.0,407.0,1.0,0.0,0.0,407.0,407,0.0049,0.0049,0.0049,0.0049,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003882,31512_SANTANDERES_RESTAURANTES_NM,3:santanderes,Consumo Local,15:restaurante,0,1,1,1458,1458,1458.0,1458.0,1.0,1460,1460,1,1,1460.0,1460.0,1.0,0.0,0.0,1460.0,1460,0.0014,0.0014,0.0014,0.0014,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003673,11522_BARRANQUILLA_AREA_METRO_RESTAURANTES_NM,1:atlantico,Consumo Local,15:restaurante,0,1,1,278,278,278.0,278.0,1.0,279,279,1,1,279.0,279.0,1.0,0.0,0.0,279.0,279,0.0036,0.0036,0.0036,0.0036,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227878,32 TRADICIONAL PEQ CENTRO_CAP+PACIFICO,10003659,8482_CALI_NOR_TRADICIONALES_PEQ,8:pacifico,Tradicionales,4:tradicional,1,61369,20,11598270,3226,188.9923,161.3,1.171681959082455,13122100,3198,70039,20,187.3519,159.9,1.1717,0.6553,0.6553,187.3519,13122100,0.1314,0.1314,-0.0087,-0.0087,-0.0087,0.09066127083157688,0.08822235745751945,0.09033387944183945,0.07702582600734596,0.07702582600734596,0.0003273913897374331,0.011196531450173491,0.011196531450173491,0.0,3595.248,3068.45,4103.221,3501.95,4103.221,0,0,0,1,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003678,11572_ATLANTICO_NOR_RESTO_RESTAURANTES_NM,1:atlantico,Consumo Local,15:restaurante,0,1,1,1447,1447,1447.0,1447.0,1.0,1444,1444,1,1,1444.0,1444.0,1.0,0.0,0.0,1444.0,1444,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003674,11532_BARRANQUILLA_OCC_RESTAURANTES_NM,1:atlantico,Consumo Local,15:restaurante,0,1,1,421,421,421.0,421.0,1.0,419,419,1,1,419.0,419.0,1.0,0.0,0.0,419.0,419,-0.0048,-0.0048,-0.0048,-0.0048,-0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003785,19098_CUNDINAMARCA_RESTAURANTES_NM,4:cundi_boy,Consumo Local,15:restaurante,0,1,1,1668,1668,1668.0,1668.0,1.0,1757,1757,1,1,1757.0,1757.0,1.0,0.0,0.0,1757.0,1757,0.0534,0.0534,0.0534,0.0534,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003795,19105_IBAGUE_RESTAURANTES_NM,6:centro,Consumo Local,15:restaurante,0,1,1,1164,1164,1164.0,1164.0,1.0,1170,1170,1,1,1170.0,1170.0,1.0,0.0,0.0,1170.0,1170,0.0052,0.0052,0.0052,0.0052,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20229024,36 RESTAURANTE + PANADERIAS EJE,10003691,19010_PEREIRA_AREA_METRO_RESTAURANTES,5:eje_cafetero,Consumo Local,15:restaurante,1,7864,5,64965,92,8.2611,18.4,0.4489728260869566,111543,92,13502,5,8.2611,18.4,0.449,-2.7443,-2.7443,8.2611,111543,0.717,0.717,0.0,0.0,0.0,0.017299736743136517,0.0018402770922199918,0.016974169741697416,0.0029115650392306782,0.0029115650392306782,0.00032556700143910114,-0.0010712879470106864,-0.0010712879470106864,0.0,706.141,1572.8,1212.424,2700.4,1212.424,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003794,19104_CENTRO_RESTAURANTES_NM,6:centro,Consumo Local,15:restaurante,0,1,1,2658,2658,2658.0,2658.0,1.0,2659,2659,1,1,2659.0,2659.0,1.0,0.0,0.0,2659.0,2659,0.0004,0.0004,0.0004,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003796,19106_LLANOS_RESTAURANTES_NM,7:llanos,Consumo Local,15:restaurante,0,1,1,1533,1533,1533.0,1533.0,1.0,1542,1542,1,1,1542.0,1542.0,1.0,0.0,0.0,1542.0,1542,0.0059,0.0059,0.0059,0.0059,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003801,19109_PUTUMAYO_RESTAURANTES_NM,8:pacifico,Consumo Local,15:restaurante,0,1,1,643,643,643.0,643.0,1.0,631,631,1,1,631.0,631.0,1.0,0.0,0.0,631.0,631,-0.0187,-0.0187,-0.0187,-0.0187,-0.0187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227876,22 RESTAURANRES + PANADERIA CUNDIBOY_CAPITAL,10003685,19004_BOGOTA_OCC_RESTAURANTES,4:cundi_boy,Consumo Local,15:restaurante,1,10031,9,2940585,1233,293.1497,137.0,2.139778832116788,3543180,1235,12067,9,293.6252,137.2222,2.1398,1.598,1.598,293.6252,3543180,0.2049,0.2049,0.0016,0.0016,0.0016,0.028916510318949342,0.008487562579099928,0.02881407340006066,0.009782249788905467,0.009782249788905467,0.00010243691888868131,-0.0012946872098055385,-0.0012946872098055385,0.0,2384.903,1114.556,2868.972,1340.778,2868.972,0,1,0,0,Normal
CERVEZAS,MONT,20000211,20227906,6 RESTAURANTES + PANADERIAS ATLANTICO,10003491,1154_BARRANQUILLA_ORI_RESTAURANTES,1:atlantico,Consumo Local,15:restaurante,1,43467,7,2534511,503,58.3089,71.8571,0.8114563487811225,2977783,503,51069,7,58.3089,71.8571,0.8115,-0.6147,-0.6147,58.3089,2977783,0.1749,0.1749,0.0,0.0,0.0,0.02648204696219859,0.008432494536053384,0.02653513399451361,0.009833430354997317,0.009833430354997317,-5.308703231501899e-05,-0.0014009358189439325,-0.0014009358189439325,0.0,5038.789,6209.571,5920.046,7295.571,5920.046,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20231338,49 RESTAURANTES + PANADERIA ANTIOQUIA_CHOCO,10003520,2159_MEDELLIN_AREA_METRO_RESTAURANTES,2:antioquia_choco,Consumo Local,15:restaurante,1,36691,8,2365756,847,64.4778,105.875,0.6089992916174735,3178331,845,49410,8,64.3256,105.625,0.609,-1.816,-1.816,64.3256,3178331,0.3435,0.3435,-0.0024,-0.0024,-0.0024,0.04010036928321182,0.022369919895796484,0.040098704503392965,0.026182929346363626,0.026182929346363626,1.6647798188537677e-06,-0.0038130094505671418,-0.0038130094505671418,0.0,2793.1,4586.375,3761.338,6176.25,3761.338,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003790,19101_EJE_CAFETERO_RESTAURANTES_NM,5:eje_cafetero,Consumo Local,15:restaurante,0,1,1,1760,1760,1760.0,1760.0,1.0,1711,1711,1,1,1711.0,1711.0,1.0,0.0,0.0,1711.0,1711,-0.0278,-0.0278,-0.0278,-0.0278,-0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227902,7 RESTAURANTES + PANADERIA CUNDIBOY SIN CAP,10003688,19007_BOGOTA_AREA_METRO_RESTAURANTES,4:cundi_boy,Consumo Local,15:restaurante,1,5613,9,2760291,1052,491.7675,116.8889,4.207136006926235,3110409,1150,5785,9,537.5786,127.7778,4.2071,2.2869,2.2869,537.5786,3110409,0.1268,0.1268,0.0932,0.0932,0.0932,0.024671669793621013,0.007967170681693036,0.026830918550663774,0.008587426487973985,0.008587426487973985,-0.002159248757042761,-0.0006202558062809484,-0.0006202558062809484,0.0,2623.851,623.667,2704.703,642.778,2704.703,0,0,1,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003889,31542_BUCARAMANGA_RESTAURANTES_NM,3:santanderes,Consumo Local,15:restaurante,0,1,1,1154,1154,1154.0,1154.0,1.0,1151,1151,1,1,1151.0,1151.0,1.0,0.0,0.0,1151.0,1151,-0.0026,-0.0026,-0.0026,-0.0026,-0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003783,19096_BOGOTA_OCC_RESTAURANTES_NM,4:cundi_boy,Consumo Local,15:restaurante,0,1,1,3381,3381,3381.0,3381.0,1.0,3387,3387,1,1,3387.0,3387.0,1.0,0.0,0.0,3387.0,3387,0.0018,0.0018,0.0018,0.0018,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003887,31522_CUCUTA_RESTAURANTES_NM,3:santanderes,Consumo Local,15:restaurante,0,1,1,956,956,956.0,956.0,1.0,955,955,1,1,955.0,955.0,1.0,0.0,0.0,955.0,955,-0.001,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227889,19 RESTAURANTES + PANADERIA SANTANDERES,10003886,31518_BUCARAMANGA_RESTAURANTES,3:santanderes,Consumo Local,15:restaurante,1,11503,12,2218174,966,192.8344,80.5,2.3954583850931677,2497650,964,12979,12,192.4351,80.3333,2.3955,2.018,2.018,192.4351,2497650,0.126,0.126,-0.0021,-0.0021,-0.0021,0.10058309037900874,0.02949852648598308,0.1005213764337852,0.030061966901541542,0.030061966901541542,6.171394522354323e-05,-0.000563440415558461,-0.000563440415558461,0.0,2296.246,958.583,2590.923,1081.583,2590.923,0,0,0,1,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003677,11562_CARTAGENA_RESTAURANTES_NM,1:atlantico,Consumo Local,15:restaurante,0,1,1,894,894,894.0,894.0,1.0,868,868,1,1,868.0,868.0,1.0,0.0,0.0,868.0,868,-0.0291,-0.0291,-0.0291,-0.0291,-0.0291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20227906,6 RESTAURANTES + PANADERIAS ATLANTICO,10003490,1153_BARRANQUILLA_OCC_RESTAURANTES,1:atlantico,Consumo Local,15:restaurante,1,30848,6,321233,98,10.4134,16.3333,0.6375564031763329,305785,98,29364,6,10.4134,16.3333,0.6376,-1.3925,-1.3925,10.4134,305785,-0.0481,-0.0481,0.0,0.0,0.0,0.005159524060229547,0.0010687645535174385,0.0051698670605613,0.0010097832854519132,0.0010097832854519132,-1.0343000331753185e-05,5.898126806552534e-05,5.898126806552534e-05,0.0,3277.888,5141.333,3120.255,4894.0,3120.255,0,0,0,1,Normal
CERVEZAS,MONT,20000211,20227876,22 RESTAURANRES + PANADERIA CUNDIBOY_CAPITAL,10003686,19005_BOGOTA_SUR_RESTAURANTES,4:cundi_boy,Consumo Local,15:restaurante,1,12391,10,3855395,1586,311.1448,158.6,1.9618209331651955,4268144,1587,13708,10,311.341,158.7,1.9618,1.5504,1.5504,311.341,4268144,0.1071,0.1071,0.0006,0.0006,0.0006,0.03719512195121951,0.011128025998108868,0.037026667599916005,0.011783779187909769,0.011783779187909769,0.00016845435130350556,-0.0006557531898009009,-0.0006557531898009009,0.0,2430.892,1239.1,2689.442,1370.8,2689.442,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003803,19111_VALLE_DEL_CAUCA_RESTAURANTES_NM,8:pacifico,Consumo Local,15:restaurante,0,1,1,1870,1870,1870.0,1870.0,1.0,1854,1854,1,1,1854.0,1854.0,1.0,0.0,0.0,1854.0,1854,-0.0086,-0.0086,-0.0086,-0.0086,-0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231338,49 RESTAURANTES + PANADERIA ANTIOQUIA_CHOCO,10003858,21513_MEDELLIN_SUR_RESTAURANTES,2:antioquia_choco,Consumo Local,15:restaurante,1,17830,8,2474542,832,138.7853,104.0,1.3344740384615386,3291879,830,23776,8,138.4517,103.75,1.3345,0.7089,0.7089,138.4517,3291879,0.3303,0.3303,-0.0024,-0.0024,-0.0024,0.0393902092604867,0.023398569556109767,0.03938689318084753,0.027118332003110486,0.027118332003110486,3.316079639166525e-06,-0.003719762447000719,-0.003719762447000719,0.0,2974.209,2228.75,3966.119,2972.0,3966.119,0,1,0,1,Anomalous
CERVEZAS,MONT,20000211,20231326,43 REST+PANADERIAS NO MANEJANTES,10003860,21522_MEDELLIN_AREA_METRO_RESTAURANTES_NM,2:antioquia_choco,Consumo Local,15:restaurante,0,1,1,545,545,545.0,545.0,1.0,544,544,1,1,544.0,544.0,1.0,0.0,0.0,544.0,544,-0.0018,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20229024,36 RESTAURANTE + PANADERIAS EJE,10003690,19009_EJE_CAFETERO_RESTAURANTES,5:eje_cafetero,Consumo Local,15:restaurante,1,23321,15,1721229,731,73.806,48.7333,1.5144880400054992,2246604,755,29471,15,76.2292,50.3333,1.5145,1.3157,1.3157,76.2292,2246604,0.3052,0.3052,0.0328,0.0328,0.0328,0.13745769086122603,0.04875761254775224,0.1392988929889299,0.05864226050398321,0.05864226050398321,-0.0018412021277038615,-0.009884647956230973,-0.009884647956230973,0.0,2354.622,1554.733,2975.634,1964.733,2975.634,0,1,0,0,Normal
CERVEZAS,MONT,20000211,20231329,50 RESTAURANTE + PANADERIAS PACIFICO,10003698,19017_PUTUMAYO_RESTAURANTES,8:pacifico,Consumo Local,15:restaurante,1,3022,5,58911,55,19.494,11.0,1.772181818181818,54377,54,2841,5,19.1396,10.8,1.7722,0.9743,0.9743,19.1396,54377,-0.077,-0.077,-0.0182,-0.0182,-0.0182,0.004467186484730344,0.0006406446748715497,0.0044164553856219846,0.0006052188233839093,0.0006052188233839093,5.073109910835958e-05,3.542585148764044e-05,3.542585148764044e-05,0.0,1071.109,604.4,1006.981,568.2,1006.981,0,0,0,0,Normal
CERVEZAS,MONT,20000211,20231338,49 RESTAURANTES + PANADERIA ANTIOQUIA_CHOCO,10003519,2158_ANTIOQUIA_RESTAURANTES,2:antioquia_choco,Consumo Local,15:restaurante,1,40208,20,5537653,1908,137.7252,95.4,1.4436603773584904,6403078,1874,47335,20,135.271,93.7,1.4437,1.3744,1.3744,135.271,6403078,0.1563,0.1563,-0.0178,-0.0178,-0.0178,0.09033235489063536,0.05236248117756737,0.08892896123000997,0.052748231343197206,0.052748231343197206,0.0014033936606253905,-0.00038575016562983344,-0.00038575016562983344,0.0,2902.334,2010.4,3416.797,2366.75,3416.797,0,1,0,1,Anomalous
